	locus_tag	product
1117	Blon_1164	IMP cyclohydrolase (EC 3.5.4.10)/phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)
1118	Blon_1165	major intrinsic protein
1119	Blon_1166	pseudouridine synthase
1120	Blon_1167	small GTP-binding protein
1121	Blon_1168	transposase for IS3509a
1122	Blon_1169	UTP--glucose-1-phosphate uridylyltransferase
1123	Blon_1170	hypothetical protein
1124	Blon_1171	hypothetical protein
1125	Blon_1172	DEAD/DEAH box helicase domain protein
1126	Blon_1173	narrowly conserved hypothetical protein
1127	Blon_1174	Haloacid dehalogenase domain protein hydrolase
1128	Blon_1175	hypothetical protein
1129	Blon_1176	hypothetical protein
1130	Blon_1177	SNF2-related protein
1131	Blon_1178	hypothetical protein
1132	Blon_1179	transposase, IS605 OrfB family
1133	Blon_1180	hypothetical protein
1134	Blon_1181	hypothetical protein
1135	Blon_1182	LigA
1136	Blon_1183	hypothetical protein
1137	Blon_1184	hypothetical protein
1138	Blon_1185	leucine rich repeat variant
1139	Blon_1186	hypothetical protein
1140	Blon_1187	hypothetical protein
1141	Blon_1188	hypothetical protein
1142	Blon_1189	hypothetical protein
1143	Blon_1190	hypothetical protein
1144	Blon_1191	hypothetical protein
1145	Blon_1192	hypothetical protein
1146	Blon_1193	hypothetical protein
1147	Blon_1194	hypothetical protein
1148	Blon_1195	transposase, IS605 OrfB
1149	Blon_1197	adenine-specific methyltransferase EcoRI
1150	Blon_1198	hypothetical protein
1151	Blon_1199	hypothetical protein
1152	Blon_1200	N-formylglutamate amidohydrolase
1153	Blon_1201	hypothetical protein
1154	Blon_1202	hypothetical protein
1155	Blon_1203	hypothetical protein
1156	Blon_1204	CHAP domain containing protein
1157	Blon_1205	hypothetical protein
1158	Blon_1206	hypothetical protein
1159	Blon_1207	hypothetical protein
1160	Blon_1208	hypothetical protein
1161	Blon_1209	hypothetical protein
1162	Blon_1210	hypothetical protein
1163	Blon_1211	hypothetical protein
1164	Blon_1212	hypothetical protein
1165	Blon_1213	hypothetical protein
1166	Blon_1214	transcriptional regulator, XRE family
1167	Blon_1215	DNA methylase N-4/N-6 domain protein
1168	Blon_1216	hypothetical protein
1169	Blon_1217	hypothetical protein
1170	Blon_1218	hypothetical protein
1171	Blon_1219	hypothetical protein
1172	Blon_1220	hypothetical protein
1173	Blon_1221	C-5 cytosine-specific DNA methylase
1174	Blon_1222	hypothetical protein
1175	Blon_1223	hypothetical protein
1176	Blon_1224	hypothetical protein
1177	Blon_1225	Resolvase, N-terminal domain protein
1178	Blon_1226	transposase, IS605 OrfB family
1179	Blon_1227	LPXTG-motif cell wall anchor domain protein
1180	Blon_1229	SMF family protein
1181	Blon_1230	hypothetical protein
1182	Blon_1231	hypothetical protein
1183	Blon_1232	hypothetical protein
1184	Blon_1233	hypothetical protein
1185	Blon_1234	hypothetical protein
1186	Blon_1235	hypothetical protein
1187	Blon_1236	hypothetical protein
1188	Blon_1237	Exonuclease, RNase T and DNA polymerase III
1189	Blon_1238	transcriptional regulator, XRE family
1190	Blon_1239	AAA ATPase
1191	Blon_1240	hypothetical protein
1192	Blon_1241	transposase IS116/IS110/IS902 family protein
1193	Blon_1242	hypothetical protein
1194	Blon_1243	hypothetical protein
1195	Blon_1244	hypothetical protein
1196	Blon_1245	hypothetical protein
1197	Blon_1246	CHAP domain containing protein
1198	Blon_1247	hypothetical protein
1199	Blon_1248	hypothetical protein
1200	Blon_1249	DNA polymerase III, beta subunit
1201	Blon_1250	hypothetical protein
1202	Blon_1251	hypothetical protein
1203	Blon_1252	hypothetical protein
1204	Blon_1253	hypothetical protein
1205	Blon_1254	hypothetical protein
1206	Blon_1255	hypothetical protein
1207	Blon_1256	hypothetical protein
1208	Blon_1257	hypothetical protein
1209	Blon_1258	cell divisionFtsK/SpoIIIE
1210	Blon_1259	Allergen V5/Tpx-1 family protein
1211	Blon_1260	hypothetical protein
1212	Blon_1261	conserved repeat domain protein
1213	Blon_1262	hypothetical protein
1214	Blon_1263	Helicase superfamily 3
1215	Blon_1264	hypothetical protein
1216	Blon_1265	preprotein translocase, SecE subunit
1217	Blon_1266	protein translocase subunit secG
1218	Blon_1267	hypothetical protein
1219	Blon_1268	hypothetical protein
1220	Blon_1269	transcription factor WhiB
1221	Blon_1270	hypothetical protein
1222	Blon_1271	hypothetical protein
1223	Blon_1272	hypothetical protein
1224	Blon_1273	hypothetical protein
1225	Blon_1274	hypothetical protein
1226	Blon_1275	hypothetical protein
1227	Blon_1276	hypothetical protein
1228	Blon_1277	hypothetical protein
1229	Blon_1278	hypothetical protein
1230	Blon_1279	hypothetical protein
1231	Blon_1280	peptidase C60, sortase A and B
1232	Blon_1281	hypothetical protein
1233	Blon_1282	hypothetical protein
1234	Blon_1283	hypothetical protein
1235	Blon_1284	hypothetical protein
1236	Blon_1285	hypothetical protein
1237	Blon_1286	hypothetical protein
1238	Blon_1287	hypothetical protein
1239	Blon_1288	metallophosphoesterase
1240	Blon_1289	hypothetical protein
1241	Blon_1290	hypothetical protein
1242	Blon_1291	hypothetical protein
1243	Blon_1292	hypothetical protein
1244	Blon_1293	hypothetical protein
1245	Blon_1294	hypothetical protein
1246	Blon_1295	hypothetical protein
1247	Blon_1296	hypothetical protein
1248	Blon_1297	hypothetical protein
1249	Blon_1298	hypothetical protein
1250	Blon_1299	hypothetical protein
1251	Blon_1300	hypothetical protein
1252	Blon_1301	hypothetical protein
1253	Blon_1302	hypothetical protein
1254	Blon_1303	Methicillin resistance protein
1255	Blon_1304	hypothetical protein
1256	Blon_1305	hypothetical protein
1257	Blon_1306	hypothetical protein
1258	Blon_1307	transposase IS200-family protein
1259	Blon_1308	putative transposase, IS891/IS1136/IS1341 family
1260	Blon_1309	hypothetical protein
1261	Blon_1310	hypothetical protein
1262	Blon_1311	hypothetical protein
1263	Blon_1312	hypothetical protein
1264	Blon_1313	hypothetical protein
1265	Blon_1314	hypothetical protein
1266	Blon_1315	transposase, IS605 OrfB family
1267	Blon_1316	hypothetical protein
1268	Blon_1317	hypothetical protein
1269	Blon_1318	hypothetical protein
1270	Blon_1319	hypothetical protein
1271	Blon_1320	hypothetical protein
1272	Blon_1321	hypothetical protein
1273	Blon_1322	hypothetical protein
1274	Blon_1323	hypothetical protein
1275	Blon_1324	putative DNA methyltransferase
1276	Blon_1325	hypothetical protein
1277	Blon_1326	hypothetical protein
1278	Blon_1327	hypothetical protein
1279	Blon_1328	hypothetical protein
1280	Blon_1329	hypothetical protein
1281	Blon_1330	hypothetical protein
1282	Blon_1331	hypothetical protein
1283	Blon_1332	hypothetical protein
1284	Blon_1333	hypothetical protein
1285	Blon_1334	hypothetical protein
1286	Blon_1335	hypothetical protein
1287	Blon_1336	hypothetical protein
1288	Blon_1337	hypothetical protein
1289	Blon_1338	putative transcriptional regulator, XRE family
1290	Blon_1339	hypothetical protein
1291	Blon_1340	hypothetical protein
1292	Blon_1341	hypothetical protein
1293	Blon_1342	hypothetical protein
1294	Blon_1343	hypothetical protein
1295	Blon_1344	hypothetical protein
1296	Blon_1345	hypothetical protein
1297	Blon_1346	DNA methylase N-4/N-6 domain protein
1298	Blon_1347	hypothetical protein
1299	Blon_1348	phage integrase family protein
1300	Blon_1349	phage integrase family protein
1301	Blon_1350	transposase, IS605 OrfB family
1302	Blon_1351	hypothetical protein
1303	Blon_1352	hypothetical protein
1304	Blon_1353	HipA domain protein
1305	Blon_1354	hypothetical protein
1306	Blon_1355	hypothetical protein
1307	Blon_1356	Integrase, catalytic region
1308	Blon_1357	ABC transporter related
1309	Blon_1358	protein of unknown function DUF214
1310	Blon_1359	hypothetical protein
1311	Blon_1360	putative transcriptional regulator, MerR family
1312	Blon_1361	FHA domain containing protein
1313	Blon_1362	protein of unknown function DUF881
1314	Blon_1363	protein of unknown function DUF1290
1315	Blon_1364	protein of unknown function DUF881
1316	Blon_1365	CDP-alcohol phosphatidyltransferase
1317	Blon_1366	ATP phosphoribosyltransferase (homohexameric) (EC 2.4.2.17)
1318	Blon_1367	phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)
1319	Blon_1368	ribulose-5-phosphate 3-epimerase (EC 5.1.3.1)
1320	Blon_1369	Prolipoprotein diacylglyceryl transferase
1321	Blon_1370	tryptophan synthase, alpha chain (EC 4.2.1.20)
1322	Blon_1371	indole-3-glycerol phosphate synthase (EC 4.1.1.48)
1323	Blon_1372	protein of unknown function DUF159
1324	Blon_1373	Endonuclease IV (EC 3.1.21.-)
1325	Blon_1374	S-methylmethionine:proton symporter, AAT family (TC 2.A.3.1.10)
1326	Blon_1375	conserved hypothetical membrane protein with unknown function
1327	Blon_1376	VanZ family protein
1328	Blon_1377	Selenocysteine lyase-like protein
1329	Blon_1378	GCN5-related N-acetyltransferase
1330	Blon_1379	hypothetical protein
1331	Blon_1380	GCN5-related N-acetyltransferase
1332	Blon_1381	ISXoo11 transposase
1333	Blon_1383	SSS sodium solute transporter superfamily
1334	Blon_1384	hypothetical protein
1335	Blon_1385	hypothetical protein
1336	Blon_1386	major facilitator superfamily MFS_1
1337	Blon_1387	tRNA pseudouridine13 synthase
1338	Blon_1388	hypothetical protein
1339	Blon_1389	hypothetical protein
1340	Blon_1390	protein of unknown function DUF1526
1341	Blon_1391	hypothetical protein
1342	Blon_1392	Signal transduction histidine kinase-like protein
1343	Blon_1394	hypothetical protein
1344	Blon_1395	hypothetical protein
1345	Blon_1396	ABC transporter related
1346	Blon_1397	protein of unknown function DUF214
1347	Blon_1398	addiction module antitoxin, RelB/DinJ family
1348	Blon_1399	addiction module toxin, RelE/StbE family
1349	Blon_1400	hypothetical protein
1350	Blon_1401	RNA polymerase, sigma-24 subunit, ECF subfamily
1351	Blon_1402	hypothetical protein
1352	Blon_1403	hypothetical protein
1353	Blon_1404	ABC-2 type transport system permease protein
1354	Blon_1405	ABC transporter related
1355	Blon_1406	hypothetical protein
1356	Blon_1407	hypothetical protein
1357	Blon_1408	protein of unknown function DUF6, transmembrane
1358	Blon_1409	hypothetical protein
1359	Blon_1410	hypothetical protein
1360	Blon_1411	ABC transporter related
1361	Blon_1412	transposase IS116/IS110/IS902 family protein
1362	Blon_1414	two component transcriptional regulator, LuxR family
1363	Blon_1415	histidine kinase, dimerisation and phosphoacceptor region
1364	Blon_1416	protein of unknown function DUF214
1365	Blon_1417	ABC transporter related
1366	Blon_1418	hypothetical protein
1367	Blon_1419	hypothetical protein
1368	Blon_1420	hypothetical protein
1369	Blon_1421	putative transcriptional regulator, MerR family
1370	Blon_1422	hypothetical protein
1371	Blon_1423	amidohydrolase-like protein
1372	Blon_1424	NUDIX hydrolase
1373	Blon_1425	60 kDa inner membrane insertion protein
1374	Blon_1426	hypothetical protein
1375	Blon_1427	S-methylmethionine:proton symporter, AAT family (TC 2.A.3.1.10)
1376	Blon_1428	hypothetical protein
1377	Blon_1429	protein of unknown function DUF488
1378	Blon_1430	hypothetical protein
1379	Blon_1431	hypothetical protein
1380	Blon_1432	hypothetical protein
1381	Blon_1433	hypothetical protein
1382	Blon_1435	Death-on-curing protein
1383	Blon_1436	putative oxidoreductase
1384	Blon_1437	protein of unknown function DUF488
1385	Blon_1438	putative helicase
1386	Blon_1439	aminotransferase, class I and II
1387	Blon_1440	protein of unknown function UPF0031
1388	Blon_1441	HAD-superfamily hydrolase, subfamily IA, variant 3
1389	Blon_1443	transcriptional regulator, LysR family
1390	Blon_1444	narrowly conserved hypothetical protein
1391	Blon_1445	orotate phosphoribosyltransferase (EC 2.4.2.10)
1392	Blon_1446	dihydroorotate oxidase B, catalytic subunit (EC 1.3.3.1)
1393	Blon_1447	dihydroorotate oxidase B, electron transfer subunit (EC 1.3.3.1)
1394	Blon_1448	orotidine-5'-phosphate decarboxylase (EC 4.1.1.23)
1395	Blon_1449	dihydroorotase (EC 3.5.2.3)
1396	Blon_1450	aspartate transcarbamylase regulatory subunit
1397	Blon_1451	aspartate carbamoyltransferase (EC 2.1.3.2)
1398	Blon_1452	(Glutamate--ammonia-ligase) adenylyltransferase
1399	Blon_1453	Choloylglycine hydrolase
1400	Blon_1454	5,10-methylenetetrahydrofolate reductase (NAD(P)) (EC 1.5.1.20)
1401	Blon_1455	methionine synthase (B12-independent) (EC 2.1.1.14)
1402	Blon_1456	putative phosphohistidine phosphatase, SixA
1403	Blon_1457	putative protein-L-isoaspartate methyltransferase
1404	Blon_1458	phospholipase/Carboxylesterase
1405	Blon_1459	hypothetical protein
1406	Blon_1460	thiaminase/4-amino-5-aminomethyl-2-methylpyrimidine deaminase
1407	Blon_1461	hypothetical protein
1408	Blon_1463	hypothetical protein
1409	Blon_1464	zinc finger, SWIM domain protein
1410	Blon_1465	plasmid pRiA4b ORF-3 family protein
1411	Blon_1466	zinc finger, SWIM domain protein
1412	Blon_1467	hypothetical protein
1413	Blon_1468	MazG nucleotide pyrophosphohydrolase
1414	Blon_1469	hypothetical protein
1415	Blon_1470	zinc finger, SWIM domain protein
1416	Blon_1471	hypothetical protein
1417	Blon_1472	alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen
1418	Blon_1473	hypothetical protein
1419	Blon_1475	Cof-like hydrolase
1420	Blon_1476	ABC transporter related
1421	Blon_1477	glycogen synthase (ADP-glucose)
1422	Blon_1478	hypothetical protein
1423	Blon_1479	hypothetical protein
1424	Blon_1480	extracellular solute-binding protein, family 5
1425	Blon_1481	glutamate synthase (NADH) small subunit (EC 1.4.1.14)
1426	Blon_1482	glutamate synthase (NADH) large subunit (EC 1.4.1.14)
1427	Blon_1483	transcriptional regulator, LacI family
1428	Blon_1484	Glycerate kinase
1429	Blon_1485	putative oxygen-independent coproporphyrinogen III oxidase
1430	Blon_1486	GTP-binding protein LepA
1431	Blon_1487	SSU ribosomal protein S20P
1432	Blon_1488	protein of unknown function UPF0126
1433	Blon_1489	MazG nucleotide pyrophosphohydrolase
1434	Blon_1490	phage integrase family protein
1435	Blon_1491	hypothetical protein
1436	Blon_1492	hypothetical protein
1437	Blon_1493	hypothetical protein
1438	Blon_1494	hypothetical protein
1439	Blon_1495	hypothetical protein
1440	Blon_1496	helix-turn-helix domain protein
1441	Blon_1497	hypothetical protein
1442	Blon_1498	hypothetical protein
1443	Blon_1499	hypothetical protein
1444	Blon_1500	hypothetical protein
1445	Blon_1501	hypothetical protein
1446	Blon_1502	hypothetical protein
1447	Blon_1503	hypothetical protein
1448	Blon_1504	hypothetical protein
1449	Blon_1505	single-strand binding protein
1450	Blon_1506	hypothetical protein
1451	Blon_1507	hypothetical protein
1452	Blon_1508	hypothetical protein
1453	Blon_1509	hypothetical protein
1454	Blon_1510	hypothetical protein
1455	Blon_1511	hypothetical protein
1456	Blon_1512	hypothetical protein
1457	Blon_1513	hypothetical protein
1458	Blon_1514	hypothetical protein
1459	Blon_1515	hypothetical protein
1460	Blon_1516	transcription factor WhiB
1461	Blon_1517	hypothetical protein
1462	Blon_1518	hypothetical protein
1463	Blon_1519	hypothetical protein
1464	Blon_1520	hypothetical protein
1465	Blon_1521	hypothetical protein
1466	Blon_1522	hypothetical protein
1467	Blon_1523	hypothetical protein
1468	Blon_1524	hypothetical protein
1469	Blon_1525	hypothetical protein
1470	Blon_1526	DNA-cytosine methyltransferase
1471	Blon_1528	phage antirepressor protein
1472	Blon_1529	hypothetical protein
1473	Blon_1530	hypothetical protein
1474	Blon_1532	hypothetical protein
1475	Blon_1533	hypothetical protein
1476	Blon_1534	hypothetical protein
1477	Blon_1535	hypothetical protein
1478	Blon_1536	hypothetical protein
1479	Blon_1537	hypothetical protein
1480	Blon_1538	addiction module antitoxin, RelB/DinJ family
1481	Blon_1539	hypothetical protein
1482	Blon_1540	hypothetical protein
1483	Blon_1541	hypothetical protein
1484	Blon_1542	hypothetical protein
1485	Blon_1543	hypothetical protein
1486	Blon_1544	hypothetical protein
1487	Blon_1545	Cpl-7 lysozyme, C-terminal domain protein
1488	Blon_1546	HNH endonuclease
1489	Blon_1547	hypothetical protein
1490	Blon_1548	hypothetical protein
1491	Blon_1549	hypothetical protein
1492	Blon_1550	hypothetical protein
1493	Blon_1551	hypothetical protein
1494	Blon_1552	hypothetical protein
1495	Blon_1553	hypothetical protein
1496	Blon_1554	hypothetical protein
1497	Blon_1555	hypothetical protein
1498	Blon_1556	hypothetical protein
1499	Blon_1557	hypothetical protein
1500	Blon_1558	hypothetical protein
1501	Blon_1559	hypothetical protein
1502	Blon_1560	hypothetical protein
1503	Blon_1561	hypothetical protein
1504	Blon_1562	hypothetical protein
1505	Blon_1563	Fibronectin, type III domain protein
1506	Blon_1564	hypothetical protein
1507	Blon_1565	hypothetical protein
1508	Blon_1566	hypothetical protein
1509	Blon_1567	transposase IS116/IS110/IS902 family protein
1510	Blon_1568	hypothetical protein
1511	Blon_1569	hypothetical protein
1512	Blon_1570	hypothetical protein
1513	Blon_1571	glycoside hydrolase, family 25
1514	Blon_1572	holin, Dp-1 family
1515	Blon_1573	hypothetical protein
1516	Blon_1574	branched chain amino acid aminotransferase apoenzyme (EC 2.6.1.42)
1517	Blon_1575	LSU ribosomal protein L25P
1518	Blon_1576	hypothetical protein
1519	Blon_1577	NAD(P) transhydrogenase, beta subunit
1520	Blon_1578	NAD/NADP transhydrogenase alpha subunit-like protein
1521	Blon_1579	alanine dehydrogenase/PNT domain protein
1522	Blon_1580	AMP-dependent synthetase and ligase
1523	Blon_1581	GTP-binding protein Era
1524	Blon_1582	CBS domain containing protein
1525	Blon_1583	protein of unknown function UPF0054
1526	Blon_1584	PhoH family protein
1527	Blon_1585	histidine triad (HIT) protein
1528	Blon_1586	protein of unknown function DUF558
1529	Blon_1587	tRNA/rRNA methyltransferase (SpoU)
1530	Blon_1588	glucose-1-phosphate adenylyltransferase
1531	Blon_1589	protein of unknown function DUF59
1532	Blon_1590	FeS assembly scaffold apoprotein IscU
1533	Blon_1591	cysteine desulfurase, SufS subfamily
1534	Blon_1592	FeS assembly ATPase SufC
1535	Blon_1593	Iron-regulated ABC transporter permease protein SufD
1536	Blon_1594	Iron-regulated ABC transporter membrane component SufB
1537	Blon_1595	CTP synthase (EC 6.3.4.2)
1538	Blon_1596	3-dehydroquinate dehydratase (EC 4.2.1.10)
1539	Blon_1597	3-dehydroquinate synthase (EC 4.2.3.4)/shikimate kinase (EC 2.7.1.71)
1540	Blon_1598	chorismate synthase (EC 4.2.3.5)
1541	Blon_1599	peptidase A24A, prepilin type IV
1542	Blon_1600	aminodeoxychorismate lyase
1543	Blon_1601	Holliday junction resolvase YqgF
1544	Blon_1602	alanyl-tRNA synthetase (EC 6.1.1.7)
1545	Blon_1603	hypothetical protein
1546	Blon_1604	secreted protein
1547	Blon_1605	Phosphoglycerate mutase
1548	Blon_1606	RelB antitoxin
1549	Blon_1607	transcriptional modulator of MazE/toxin, MazF
1550	Blon_1608	transglutaminase domain protein
1551	Blon_1609	hypothetical protein
1552	Blon_1610	cytidine deaminase
1553	Blon_1611	peptidase C26
1554	Blon_1612	SSU ribosomal protein S4P
1555	Blon_1613	ABC transporter related
1556	Blon_1614	protein of unknown function DUF214
1557	Blon_1615	hypothetical protein
1558	Blon_1616	ATP-dependent DNA helicase, Rep family
1559	Blon_1617	xanthine phosphoribosyltransferase
1560	Blon_1618	Xanthine/uracil/vitamin C permease
1561	Blon_1619	helix-turn-helix domain protein
1562	Blon_1620	narrowly conserved hypothetical protein
1563	Blon_1621	Glyoxalase/bleomycin resistance protein/dioxygenase
1564	Blon_1622	isochorismatase hydrolase
1565	Blon_1623	peptidase S51, dipeptidase E
1566	Blon_1624	hypothetical protein
1567	Blon_1625	hypothetical protein
1568	Blon_1626	DNA binding domain, excisionase family
1569	Blon_1627	hypothetical protein
1570	Blon_1628	putative transcriptional regulator
1571	Blon_1629	ABC-2 type transporter
1572	Blon_1630	hypothetical protein
1573	Blon_1631	ABC transporter related
1574	Blon_1632	histidine kinase, dimerisation and phosphoacceptor region
1575	Blon_1633	two component transcriptional regulator, LuxR family
1576	Blon_1634	protein of unknown function DUF47
1577	Blon_1635	phosphate transporter
1578	Blon_1636	alpha amylase, catalytic region
1579	Blon_1640	DEAD/DEAH box helicase domain protein
1580	Blon_1641	uracil-xanthine permease
1581	Blon_1642	Phosphoglycerate mutase
1582	Blon_1643	hypothetical protein
1583	Blon_1644	major facilitator superfamily MFS_1
1584	Blon_1645	Glyoxalase/bleomycin resistance protein/dioxygenase
1585	Blon_1646	protein of unknown function DUF81
1586	Blon_1647	family M20D unassigned peptidase
1587	Blon_1648	ferrous iron transport protein B
1588	Blon_1649	FeoA family protein
1589	Blon_1650	drug resistance transporter, EmrB/QacA subfamily
1590	Blon_1651	hypothetical protein
1591	Blon_1652	hypothetical protein
1592	Blon_1653	holin, Dp-1 family
1593	Blon_1654	glycoside hydrolase, family 25
1594	Blon_1655	hypothetical protein
1595	Blon_1656	hypothetical protein
1596	Blon_1657	hypothetical protein
1597	Blon_1658	HNH nuclease
1598	Blon_1659	hypothetical protein
1599	Blon_1660	hypothetical protein
1600	Blon_1661	hypothetical protein
1601	Blon_1662	Integrase, catalytic region
1602	Blon_1663	ABC transporter related
1603	Blon_1664	GCN5-related N-acetyltransferase
1604	Blon_1665	Haloacid dehalogenase domain protein hydrolase
1605	Blon_1666	hypothetical protein
1606	Blon_1667	hypothetical protein
1607	Blon_1668	hypothetical protein
1608	Blon_1669	hypothetical protein
1609	Blon_1670	hypothetical protein
1610	Blon_1671	hypothetical protein
1611	Blon_1672	IstB domain protein ATP-binding protein
1612	Blon_1673	prophage LambdaBa04, site-specific recombinase, phage integrase family
1613	Blon_1674	transcriptional regulator, TetR family
1614	Blon_1675	major facilitator superfamily MFS_1
1615	Blon_1676	hypothetical protein
1616	Blon_1677	hypothetical protein
1617	Blon_1678	RelB antitoxin
1618	Blon_1679	transcriptional modulator of MazE/toxin, MazF
1619	Blon_1680	hypothetical protein
1620	Blon_1681	Methyltransferase type 11
1621	Blon_1682	protein of unknown function DUF307
1622	Blon_1683	filamentation induced by cAMP protein Fic
1623	Blon_1684	hypothetical protein
1624	Blon_1685	ABC transporter related
1625	Blon_1686	MATE efflux family protein
1626	Blon_1687	TfoX, C-terminal domain protein
1627	Blon_1688	transcriptional regulator, AraC family
1628	Blon_1689	GTP-binding protein YchF
1629	Blon_1690	pyrroline-5-carboxylate reductase
1630	Blon_1691	prolyl aminopeptidase 2. Serine peptidase. MEROPS family S33
1631	Blon_1692	integral membrane sensor signal transduction histidine kinase
1632	Blon_1693	two component transcriptional regulator, LuxR family
1633	Blon_1694	protein of unknown function DUF214
1634	Blon_1695	ABC transporter related
1635	Blon_1696	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)
1636	Blon_1697	Phosphomethylpyrimidine kinase type-1
1637	Blon_1698	protein of unknown function UPF0102
1638	Blon_1699	Mg chelatase, subunit ChlI
1639	Blon_1700	SMF family protein
1640	Blon_1701	succinate dehydrogenase subunit A (EC 1.3.5.1)
1641	Blon_1702	succinate dehydrogenase subunit B (EC 1.3.5.1)
1642	Blon_1703	O-methyltransferase, family 3
1643	Blon_1704	conserved hypothetical protein 730
1644	Blon_1705	sodium/proton antiporter, NhaA family (TC 2.A.33.1.1)
1645	Blon_1706	ATP-dependent Clp protease ATP-binding subunit ClpX (EC 3.4.21.92)
1646	Blon_1707	ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)
1647	Blon_1708	ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)
1648	Blon_1709	hypothetical protein
1649	Blon_1710	Cl- channel, voltage-gated family protein
1650	Blon_1711	trigger factor
1651	Blon_1712	3'-5' exonuclease
1652	Blon_1713	narrowly conserved hypothetical protein
1653	Blon_1714	pyruvate formate-lyase activating enzyme
1654	Blon_1715	formate acetyltransferase
1655	Blon_1716	hypothetical protein
1656	Blon_1717	NAD+ synthetase
1657	Blon_1718	amidohydrolase
1658	Blon_1719	binding-protein-dependent transport systems inner membrane component
1659	Blon_1720	ABC transporter related
1660	Blon_1721	NLPA lipoprotein
1661	Blon_1722	Fructose-6-phosphate phosphoketolase
1662	Blon_1723	GMP synthase (glutamine-hydrolyzing) (EC 6.3.5.2)
1663	Blon_1725	acyltransferase 3
1664	Blon_1726	ribose-phosphate pyrophosphokinase
1665	Blon_1727	UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23)/glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)
1666	Blon_1728	iojap-like protein
1667	Blon_1729	Phosphoglycerate mutase
1668	Blon_1730	phosphate acetyltransferase
1669	Blon_1731	acetate kinase (EC 2.7.2.1)
1670	Blon_1732	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)
1671	Blon_1733	hypothetical protein
1672	Blon_1734	hypothetical protein
1673	Blon_1735	hypothetical protein
1674	Blon_1736	hypothetical protein
1675	Blon_1737	hypothetical protein
1676	Blon_1738	hypothetical protein
1677	Blon_1739	phage integrase family protein
1678	Blon_1740	isoamylase
1679	Blon_1741	NUDIX hydrolase
1680	Blon_1742	protein of unknown function DUF34
1681	Blon_1743	DNA polymerase I (EC 2.7.7.7)
1682	Blon_1744	response regulator receiver and ANTAR domain protein
1683	Blon_1745	pyruvate kinase (EC 2.7.1.40)
1684	Blon_1746	Integral membrane protein TerC
1685	Blon_1747	Excinuclease ABC subunit B
1686	Blon_1748	hypothetical protein
1687	Blon_1749	two component transcriptional regulator, LuxR family
1688	Blon_1750	bacteriocin, lactococcin 972 family
1689	Blon_1751	hypothetical protein
1690	Blon_1752	ABC transporter related
1691	Blon_1753	dephospho-CoA kinase (EC 2.7.1.24)
1692	Blon_1754	RNA binding S1 domain protein
1693	Blon_1755	methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)/5,10-methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)
1694	Blon_1756	periplasmic solute binding protein
1695	Blon_1757	ABC transporter related
1696	Blon_1758	ABC-3 protein
1697	Blon_1759	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)
1698	Blon_1760	transcriptional regulator, CarD family
1699	Blon_1761	1,4-alpha-glucan branching enzyme
1700	Blon_1762	two component transcriptional regulator, winged helix family
1701	Blon_1763	integral membrane sensor signal transduction histidine kinase
1702	Blon_1764	putative prophage repressor
1703	Blon_1765	phosphoribosyltransferase
1704	Blon_1766	HAD-superfamily hydrolase, subfamily IIB
1705	Blon_1767	hypothetical protein
1706	Blon_1768	hypothetical protein
1707	Blon_1769	narrowly conserved hypothetical protein
1708	Blon_1770	transcription factor WhiB
1709	Blon_1771	transcriptional attenuator, LytR family
1710	Blon_1772	cell divisionFtsK/SpoIIIE
1711	Blon_1773	transcription factor WhiB
1712	Blon_1774	signal transduction histidine kinase
1713	Blon_1775	Hly-III family protein
1714	Blon_1776	GreA/GreB family elongation factor
1715	Blon_1777	peptidylprolyl isomerase, FKBP-type
1716	Blon_1778	L-serine dehydratase 1
1717	Blon_1779	Cd efflux system component
1718	Blon_1780	phage integrase family protein
1719	Blon_1781	filamentation induced by cAMP protein Fic
1720	Blon_1782	protein of unknown function DUF450
1721	Blon_1783	hypothetical protein
1722	Blon_1784	hypothetical protein
1723	Blon_1785	hypothetical protein
1724	Blon_1786	hypothetical protein
1725	Blon_1787	hypothetical protein
1726	Blon_1788	hypothetical protein
1727	Blon_1789	hypothetical protein
1728	Blon_1790	hypothetical protein
1729	Blon_1791	single-strand binding protein
1730	Blon_1792	parB-like partition protein
1731	Blon_1793	hypothetical protein
1732	Blon_1794	hypothetical protein
1733	Blon_1795	oligoribonuclease
1734	Blon_1796	hypothetical protein
1735	Blon_1797	hypothetical protein
1736	Blon_1798	hypothetical protein
1737	Blon_1799	hypothetical protein
1738	Blon_1800	hypothetical protein
1739	Blon_1801	hypothetical protein
